OTHERS	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	
United States of America	0.0145782714	0.0160782943	0.0174764069	0.0174239836	0.0167693361	0.0176032498	0.017114094	0.0176548967	0.0168150346	0.0198019802	0.0180209699	0.0176412937	0.0180861559	0.0151765094	0.0227572559	0.0202275601	0.0153061224	0.0199746354	0.0189853719	0.0097514942	0.0248601616	0.0178571429	0.0198081089	0.0183206107	0.0233727811	0.0149120191	0.017976225	0.0205439815	0.0183512962	0.0151775487	0.0215664018	0.0134869345	0.0135960044	0.0188370188	0.0148044693	0.015054363	0.0161776803	0.0199617173	0.0193197279	0.0157123835	0.0177993528	0.0161332981	0.017989418	0.0181054841	0.0193060266	0.0166270784	0.0172459538	0.0188781014	0.0177935943	 
Uruguay	0.0035778175	0.003323486	0.0039668229	0.0037313433	0.0028766631	0.0035536603	0.0036982249	0.0035752592	0.003058104	0.0042946812	0.0034806822	0.0038022814	0.0032374101	0.0034411562	0.0036937542	0.0048611111	0.0029662588	0.0037091988	0.0031228314	0.0027923211	0.0024441341	0.0025107604	0.0023319083	0.0022488756	0.0022701476	0.0031298905	0.0022970904	0.0030899961	0.0027910686	0.0027888446	0.0033457249	0.0036062027	0.0025353133	0.0039215686	0.0040937849	0.0043103448	0.0043699927	0.0064493013	0.0052947406	0.003485535	0.0038828097	0.0035423309	0.0042765502	0.004290311	0.0049071153	0.0056140351	0.0079639889	0.006265228	0.0087657784	 
Uzbekistan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0025830258	0.0029563932	0.0029717682	0.0037707391	0.0034735623	0.0047244094	0.0044158972	0.0049423394	0.0012760527	0.0043975374	0.0039543058	0.0046928328	0.0054621849	0.00405515	0.0039308176	0.0035033087	0.003878976	0.0034816248	 
Vanuatu	0.1353229763	0.1326976559	0.13170347	0.1339501207	0.1279937181	0.130260521	0.1248091603	0.1343873518	0.1357692308	0.140576324	0.1376838929	0.1427475058	0.1493405741	0.1445371775	0.1623246493	0.1678437889	0.1756972112	0.170610687	0.1669172932	0.1751259202	0.1825079872	0.1811792269	0.1747240198	0.1663019694	0.163975601	0.1721068249	0.1893313298	0.1948202551	0.2089314195	0.2321428571	0.2168815944	0.1827111984	0.2218239745	0.1996830428	0.1962174941	0.1691428571	0.1736032996	0.1743457427	0.1847345133	0.1881261596	0.1890677649	0.1893095768	0.1853197674	0.1737226277	0.1811646298	0.1800998573	0.1792089604	0.1748251748	0.1797121797	 
Venezuela	0.0046446818	0.0047483381	0.0009505703	0.0008699435	0.0022075055	0.0009029345	0.0013446885	0.0013239188	0.0012864494	0.0008550663	0.0012914335	0.0013215859	0.0008833922	0.0013152126	0.0012552301	0.0028443722	0.0030757401	0.001540832	0.0015020653	0.0011070111	0.0010885341	0.0019440124	0.0011485452	0.001815541	0.0011385199	0.0012510425	0.0011668611	0.003257329	0.001305483	0.000838223	0.0008169935	0.001177394	0.0008240626	0.0004175365	0.0008140008	0.0008319468	0.0008684325	0.0012626263	0.0008463817	0.0008077544	0.000793336	0.0008924587	0.0008200082	0.0011942675	0.0011947431	0.0011783189	0.0014803849	0.0013990906	0.0013740982	 
Viet Nam	0.0099789916	0.010719755	0.0102354145	0.0103145952	0.0097938144	0.0099372385	0.0104493208	0.0098394614	0.0097686375	0.0084409136	0.0097236438	0.0093312597	0.0096839959	0.0091370558	0.0053705693	0.0084835631	0.0093509351	0.0096045198	0.0083550914	0.0098445596	0.0115	0.0123266564	0.0076064909	0.0128395062	0.0114656032	0.0097134531	0.0165662651	0.0105846774	0.0115810675	0.009478673	0.0086439762	0.0104384134	0.0133729569	0.015625	0.0168483647	0.0199004975	0.0151898734	0.0157217723	0.0160183066	0.0098876404	0.0113686052	0.0115138593	0.0116521015	0.0182407783	0.0207401383	0.0218712029	0.024438313	0.0261136713	0.0269041304	 
Yemen	0.0033557047	0.0038953812	0.0033076075	0.0032930845	0.0032590983	0.0037858302	0.0037940379	0.0076252723	0.0075268817	0.0070767556	0.0076628352	0.0071077091	0.0069967707	0.0080385852	0.005891805	0.007231405	0.0065065065	0.008110687	0.0082524272	0.0109126984	0.0088932806	0.0110047847	0.00486618	0.0066508314	0.0068192888	0.0051570558	0.0041724618	0.0049041462	0.0045537341	0.0053710938	0.0049309665	0.002374169	0.0043041607	0.0043902439	0.0044096031	0.0024582104	0.0029296875	0.0033931168	0.0139423077	0.0134163872	0.0130687318	0.0240500241	0.0188861985	0.0053063193	0.010989011	0.008979206	0.0069637883	0.0060861423	0.0069670228	 
Yugoslav SFR	0.0006559528	0.0003132832	0.0009345794	0.0003043214	0.0003036745	0.0005887548	0.0005841121	0.0002946376	0.0002922268	0.0002920561	0.0002888504	0.0002921414	0.0002896871	0.0002771619	0.0005588153	0.0005482456	0.0005474952	0.0005540166	0.0005538632	0.0005458515	0.0008158825	0.0005488474	0.0008165487	0.0008255366	0.0002766252	0.0002698327	0.0005460005	0.0002747253	0.0002751032	0.0005448107	0.0005798782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 
Zambia	0.0430797434	0.0338983051	0.0398873768	0.03117506	0.0261248186	0.0467969105	0.0350246969	0.0336730173	0.048436812	0.0480213428	0.0473684211	0.0466841187	0.040239726	0.0418982471	0.0409032808	0.0475382003	0.0448559671	0.0435350457	0.0252503265	0.0140721196	0.009817046	0.0079328045	0.0079550772	0.0108490566	0.0083992095	0.0044269552	0.0073637703	0.0120772947	0.0130371801	0.0121418164	0.0088539105	0.0114827758	0.0140986908	0.0103397341	0.0106692532	0.0097943193	0.0106221548	0.0160955348	0.0127291242	0.0207557211	0.013376137	0.0188781014	0.0183823529	0.0181623932	0.0462765957	0.0314533623	0.0201680672	0.0441501104	0.0557324841	 
Zimbabwe	0.0371251785	0.0480634624	0.064697609	0.063559322	0.0615312353	0.0599250936	0.059635069	0.0570544007	0.063800905	0.0690413369	0.0747826087	0.0705983642	0.0572419775	0.0611713666	0.0563943162	0.0732777534	0.0701219512	0.0703296703	0.0760337928	0.0450568679	0.0383747178	0.0360522758	0.0339449541	0.0263281617	0.0345655305	0.0219619327	0.0293386375	0.0503667482	0.044921875	0.0402985075	0.043877551	0.0322745902	0.0391752577	0.0347871236	0.0283213182	0.0328614762	0.0349301397	0.034808553	0.0370927318	0.0342052314	0.0364891519	0.0353287537	0.0362642822	0.0321637427	0.0303623898	0.0296749882	0.0321513002	0.0244252874	0.022758941	 
