GRAINS	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	
United Kingdom	0.2370049505	0.2393617021	0.2352758834	0.2309850374	0.2280160444	0.2247225647	0.2189147287	0.2154610369	0.2192034579	0.2176829268	0.2169491525	0.2160883281	0.2121680049	0.213919179	0.22296865	0.2250631313	0.2237341772	0.2214678306	0.2139020537	0.2141252006	0.212552572	0.2051282051	0.2152956298	0.2170716113	0.2282131661	0.2209411031	0.2263565891	0.2227356747	0.2237414543	0.2222908305	0.2271450858	0.2216100398	0.2239875389	0.2225317239	0.2301886792	0.2310988675	0.2366205652	0.2488795937	0.2449160035	0.2509687034	0.2392457278	0.2581402171	0.2585495283	0.2548048923	0.2565153734	0.2558411215	0.2614571093	0.2678414097	0.266705917	 
United States of America	0.2176327664	0.2139112199	0.2128626354	0.2101127434	0.2108145106	0.2071767095	0.2067114094	0.2018654231	0.2001318826	0.1937293729	0.1936435125	0.1901339432	0.1953304834	0.1946552293	0.2034960422	0.2013274336	0.1989795918	0.1949904883	0.2010582011	0.2025794275	0.2019888129	0.204887218	0.1980810894	0.1984732824	0.2017751479	0.2090665076	0.2151348217	0.2193287037	0.2234197495	0.2305269187	0.2304199773	0.2318066873	0.2350166482	0.2334152334	0.2349162011	0.2411485921	0.2388264327	0.2324309543	0.227755102	0.2260985353	0.2227615965	0.2137000793	0.214021164	0.2109682498	0.2100182625	0.2153602534	0.2191562749	0.2192556634	0.2200930742	 
Uruguay	0.2651162791	0.2762186115	0.2881355932	0.3110583446	0.3103200288	0.3208955224	0.3365384615	0.3296388988	0.3136255522	0.3062438057	0.3264879916	0.319391635	0.3338129496	0.3158981418	0.3243787777	0.3159722222	0.3307378569	0.3364243323	0.3376127689	0.3406631763	0.3411312849	0.318507891	0.3486202876	0.3489505247	0.3571698827	0.3779342723	0.3510719755	0.3499420626	0.3576555024	0.3852589641	0.3431226766	0.3288856834	0.3270554147	0.3240641711	0.3345738742	0.3250718391	0.3324836125	0.3278394841	0.3261560184	0.354130359	0.3759265796	0.4041799504	0.4019957235	0.4175902753	0.4213109008	0.4371929825	0.4324792244	0.4343891403	0.4361851332	 
Uzbekistan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6014760148	0.5949741316	0.5950965825	0.5878582202	0.5785411038	0.5661417323	0.5371336813	0.5724876442	0.5631646108	0.5708003518	0.591827768	0.6079351536	0.6	0.5847526358	0.5636792453	0.5262748151	0.5519782777	0.5555125725	 
Vanuatu	0.1839738348	0.1839491458	0.2014984227	0.187851971	0.2076953278	0.2052104208	0.2438931298	0.2173913043	0.2330769231	0.2141744548	0.2259524708	0.2283192632	0.2152831652	0.2226858877	0.2260521042	0.1848774408	0.2135458167	0.2106870229	0.2176691729	0.2189074002	0.2064696486	0.2077313549	0.2047963456	0.2308533917	0.2360961607	0.2355341246	0.2400450789	0.2327019714	0.2173046252	0.2045807453	0.2200078156	0.2345776031	0.2353643967	0.2523771791	0.2584712372	0.2700952381	0.2823397075	0.2771839292	0.2743362832	0.2749536178	0.2901535006	0.3002969562	0.3117732558	0.3182481752	0.3199137311	0.3227532097	0.3045152258	0.2968531469	0.3064233064	 
Venezuela	0.328379006	0.3423551757	0.3488593156	0.3684210526	0.3611479029	0.364785553	0.3653070372	0.3667255075	0.3752144082	0.380076956	0.3753766681	0.3744493392	0.3683745583	0.3660675142	0.3736401674	0.3722064202	0.3521722414	0.3362865948	0.3285767931	0.3527675277	0.3367198839	0.3339813375	0.3522205207	0.3631082062	0.3593927894	0.3352793995	0.3625048619	0.3550488599	0.3598781549	0.3612740989	0.3692810458	0.3626373626	0.3469303667	0.3762004175	0.3671143671	0.3718801997	0.3547546678	0.3547979798	0.354210749	0.3509693053	0.3665212217	0.3516287372	0.393603936	0.3642515924	0.3930704898	0.3754909662	0.3697261288	0.3753060511	0.3916180007	 
Viet Nam	0.7841386555	0.7907095457	0.7891504606	0.7895822589	0.7819587629	0.7792887029	0.7727272727	0.7793889177	0.7732647815	0.7899702085	0.7824974411	0.7801969933	0.7818552497	0.8010152284	0.8179377014	0.8001060445	0.7926292629	0.7745762712	0.7749347258	0.7689119171	0.768	0.7663071392	0.775862069	0.7748148148	0.7736789631	0.7717338514	0.7469879518	0.7671370968	0.753776435	0.7540810953	0.7423014587	0.73434238	0.7379891035	0.724609375	0.710604559	0.7044776119	0.7113924051	0.714149595	0.7029748284	0.6988764045	0.6891123743	0.684434968	0.672076571	0.6566680178	0.6400976007	0.6164439044	0.6117461569	0.606374808	0.5934065934	 
Yemen	0.7505592841	0.7440178075	0.7491730981	0.7316136114	0.7104834329	0.7101135749	0.712195122	0.704248366	0.6983870968	0.7256396298	0.7214012042	0.7288135593	0.703444564	0.7004287245	0.6952329941	0.6797520661	0.6696696697	0.6397900763	0.6524271845	0.6329365079	0.6348814229	0.6263157895	0.6705596107	0.6228028504	0.6327325865	0.648851383	0.6439499305	0.6469014712	0.6548269581	0.6435546875	0.66617357	0.6709401709	0.6590148254	0.68	0.6844683978	0.685840708	0.6782226563	0.6684440136	0.6725961538	0.6459032104	0.651500484	0.6325156325	0.6033898305	0.6020260492	0.6043956044	0.6001890359	0.6030640669	0.6123595506	0.6214584301	 
Yugoslav SFR	0.5890455887	0.5971177945	0.592834891	0.5870359099	0.5730337079	0.5584339123	0.5505257009	0.5409546258	0.5295149036	0.515771028	0.5075101098	0.5132924335	0.4942062572	0.4908536585	0.4836546521	0.4775219298	0.4694771421	0.472299169	0.4705067848	0.4705240175	0.4677726407	0.4596597146	0.4681545999	0.4642267474	0.467219917	0.4465731247	0.4460824461	0.443956044	0.4385144429	0.4432034868	0.4662220934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 
Zambia	0.7057745188	0.716903344	0.7099953074	0.7122302158	0.7131107886	0.6724216265	0.6672653794	0.6645990253	0.6477322765	0.6398399289	0.6416666667	0.6391797557	0.6575342466	0.6703719538	0.6659565403	0.6570458404	0.6839506173	0.6882890727	0.6978667828	0.6992084433	0.6983489514	0.6864209053	0.7014506317	0.7066037736	0.7089920949	0.7122479095	0.7039764359	0.7033816425	0.6697247706	0.644973288	0.6473192327	0.6525212182	0.638469285	0.6617429838	0.6838021339	0.6762977473	0.6631259484	0.6645898235	0.6364562118	0.618946248	0.6238630284	0.6148867314	0.6171218487	0.6036324786	0.5829787234	0.5965292842	0.61232493	0.5811258278	0.5674097665	 
Zimbabwe	0.7177534507	0.704619692	0.6755743085	0.6897363465	0.6862376703	0.6797752809	0.6849132176	0.690844759	0.6796380091	0.6583113456	0.6382608696	0.6353852777	0.6248915872	0.6334056399	0.6412078153	0.6274681878	0.6537456446	0.6738461538	0.6505113384	0.6605424322	0.6446952596	0.6268589455	0.6165137615	0.6342266102	0.6140182429	0.6242069302	0.6285430134	0.6058679707	0.6127929688	0.6184079602	0.6214285714	0.6352459016	0.6278350515	0.6272066459	0.6215242019	0.6097067745	0.5903193613	0.5822973645	0.5704260652	0.5618712274	0.5458579882	0.5505397448	0.5534028813	0.5653021443	0.5734573947	0.5741874706	0.5820330969	0.5670498084	0.5675801208	 
